kecamatan,wilayah_kota,target_perkecamatan,target_harian_perkecamatan,date,Cakupan Suntik 1,Keterangan,Cakupan Suntik 2
Jagakarsa,Jakarta Selatan,291101,3291,7 July 2021,2727,Tidak Tercapai,16
Kebon Jeruk,Jakarta Barat,290818,3285,7 July 2021,2067,Tidak Tercapai,51
Koja,Jakarta Utara,270619,3253,7 July 2021,3495,Tercapai,14
Kebayoran Lama,Jakarta Selatan,266485,3018,7 July 2021,1125,Tidak Tercapai,58
Jatinegara,Jakarta Timur,262190,3010,7 July 2021,2347,Tidak Tercapai,10
Kramat Jati,Jakarta Timur,252661,2939,7 July 2021,1682,Tidak Tercapai,48
Pasar Minggu,Jakarta Selatan,266638,2937,7 July 2021,1800,Tidak Tercapai,35
Penjaringan,Jakarta Utara,259380,2860,7 July 2021,2556,Tidak Tercapai,9
Ciracas,Jakarta Timur,252861,2800,7 July 2021,1549,Tidak Tercapai,21
Pulo Gadung,Jakarta Timur,250436,2779,7 July 2021,1831,Tidak Tercapai,30
Kembangan,Jakarta Barat,243825,2686,7 July 2021,1752,Tidak Tercapai,20
Cipayung,Jakarta Timur,232520,2658,7 July 2021,1773,Tidak Tercapai,27
Tambora,Jakarta Barat,221310,2565,7 July 2021,1143,Tidak Tercapai,7
Pesanggrahan,Jakarta Selatan,212090,2378,7 July 2021,2260,Tidak Tercapai,15
Kemayoran,Jakarta Pusat,206657,2364,7 July 2021,2181,Tidak Tercapai,13
Tebet,Jakarta Selatan,196217,2177,7 July 2021,1421,Tidak Tercapai,10
Grogol Petamburan,Jakarta Barat,196274,2095,7 July 2021,1231,Tidak Tercapai,8
Palmerah,Jakarta Barat,186632,2077,7 July 2021,1357,Tidak Tercapai,78
Pasar Rebo,Jakarta Timur,187522,2071,7 July 2021,1652,Tidak Tercapai,39
Cilandak,Jakarta Selatan,184665,2047,7 July 2021,2328,Tercapai,32
Makasar,Jakarta Timur,178873,1927,7 July 2021,3402,Tercapai,12
Matraman,Jakarta Timur,154999,1745,7 July 2021,2814,Tercapai,26
Tanah Abang,Jakarta Pusat,142258,1647,7 July 2021,3078,Tercapai,52
Pancoran,Jakarta Selatan,142268,1612,7 July 2021,1595,Tidak Tercapai,18
Pademangan,Jakarta Utara,135923,1492,7 July 2021,1360,Tidak Tercapai,3
Mampang Prapatan,Jakarta Selatan,128433,1483,7 July 2021,1575,Tercapai,4
Kebayoran Baru,Jakarta Selatan,129072,1342,7 July 2021,9627,Tercapai,372
Taman Sari,Jakarta Barat,107037,1149,7 July 2021,327,Tidak Tercapai,1
Sawah Besar,Jakarta Pusat,102381,1120,7 July 2021,1612,Tercapai,18
Kelapa Gading,Jakarta Utara,119285,1114,7 July 2021,2591,Tercapai,13
Johar Baru,Jakarta Pusat,114661,1102,7 July 2021,1424,Tercapai,17
Senen,Jakarta Pusat,104180,1099,7 July 2021,1427,Tercapai,52
Setia Budi,Jakarta Selatan,96032,1019,7 July 2021,1324,Tercapai,15
Cempaka Putih,Jakarta Pusat,82144,893,7 July 2021,1395,Tercapai,11
Gambir,Jakarta Pusat,79504,879,7 July 2021,1178,Tercapai,141
Menteng,Jakarta Pusat,73752,770,7 July 2021,1092,Tercapai,8
Kep. Seribu Utara,Kepulauan Seribu,13038,122,7 July 2021,158,Tercapai,0
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,7 July 2021,161,Tercapai,3
Cakung,Jakarta Timur,451298,5333,8 July 2021,1837,Tidak Tercapai,52
Cengkareng,Jakarta Barat,456111,5041,8 July 2021,3128,Tidak Tercapai,12
Kali Deres,Jakarta Barat,356818,4295,8 July 2021,4346,Tercapai,21
Cilincing,Jakarta Utara,340707,4073,8 July 2021,0,Tidak Tercapai,21
Duren Sawit,Jakarta Timur,358527,4006,8 July 2021,2742,Tidak Tercapai,106
Tanjung Priok,Jakarta Utara,333750,3728,8 July 2021,5352,Tercapai,258
Jagakarsa,Jakarta Selatan,291101,3291,8 July 2021,2906,Tidak Tercapai,33
Kebon Jeruk,Jakarta Barat,290818,3285,8 July 2021,804,Tidak Tercapai,0
Koja,Jakarta Utara,270619,3253,8 July 2021,3974,Tercapai,43
Kebayoran Lama,Jakarta Selatan,266485,3018,8 July 2021,2030,Tidak Tercapai,536
Jatinegara,Jakarta Timur,262190,3010,8 July 2021,4014,Tercapai,44
Kramat Jati,Jakarta Timur,252661,2939,8 July 2021,2029,Tidak Tercapai,128
Pasar Minggu,Jakarta Selatan,266638,2937,8 July 2021,2330,Tidak Tercapai,55
Penjaringan,Jakarta Utara,259380,2860,8 July 2021,2262,Tidak Tercapai,65
Ciracas,Jakarta Timur,252861,2800,8 July 2021,1405,Tidak Tercapai,94
Pulo Gadung,Jakarta Timur,250436,2779,8 July 2021,2830,Tercapai,50
Kembangan,Jakarta Barat,243825,2686,8 July 2021,1724,Tidak Tercapai,39
Cipayung,Jakarta Timur,232520,2658,8 July 2021,2621,Tidak Tercapai,118
Tambora,Jakarta Barat,221310,2565,8 July 2021,2178,Tidak Tercapai,28
Pesanggrahan,Jakarta Selatan,212090,2378,8 July 2021,4154,Tercapai,28
Kemayoran,Jakarta Pusat,206657,2364,8 July 2021,2926,Tercapai,44
Tebet,Jakarta Selatan,196217,2177,8 July 2021,1524,Tidak Tercapai,36
Grogol Petamburan,Jakarta Barat,196274,2095,8 July 2021,2399,Tercapai,67
Palmerah,Jakarta Barat,186632,2077,8 July 2021,1231,Tidak Tercapai,60
Pasar Rebo,Jakarta Timur,187522,2071,8 July 2021,2275,Tercapai,153
Cilandak,Jakarta Selatan,184665,2047,8 July 2021,4401,Tercapai,52
Makasar,Jakarta Timur,178873,1927,8 July 2021,5332,Tercapai,56
Matraman,Jakarta Timur,154999,1745,8 July 2021,9000,Tercapai,100
Tanah Abang,Jakarta Pusat,142258,1647,8 July 2021,4845,Tercapai,209
Pancoran,Jakarta Selatan,142268,1612,8 July 2021,3805,Tercapai,34
Pademangan,Jakarta Utara,135923,1492,8 July 2021,657,Tidak Tercapai,21
Mampang Prapatan,Jakarta Selatan,128433,1483,8 July 2021,2592,Tercapai,22
Kebayoran Baru,Jakarta Selatan,129072,1342,8 July 2021,16664,Tercapai,785
Taman Sari,Jakarta Barat,107037,1149,8 July 2021,194,Tidak Tercapai,3
Sawah Besar,Jakarta Pusat,102381,1120,8 July 2021,2213,Tercapai,61
Kelapa Gading,Jakarta Utara,119285,1114,8 July 2021,516,Tidak Tercapai,36
Johar Baru,Jakarta Pusat,114661,1102,8 July 2021,2587,Tercapai,34
Senen,Jakarta Pusat,104180,1099,8 July 2021,309,Tidak Tercapai,101
Setia Budi,Jakarta Selatan,96032,1019,8 July 2021,1322,Tercapai,2
Cempaka Putih,Jakarta Pusat,82144,893,8 July 2021,2128,Tercapai,27
Gambir,Jakarta Pusat,79504,879,8 July 2021,1211,Tercapai,112
Menteng,Jakarta Pusat,73752,770,8 July 2021,243,Tidak Tercapai,43
Kep. Seribu Utara,Kepulauan Seribu,13038,122,8 July 2021,0,Tidak Tercapai,4
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,8 July 2021,0,Tidak Tercapai,3
Cakung,Jakarta Timur,451298,5333,9 July 2021,498,Tidak Tercapai,12
Cengkareng,Jakarta Barat,456111,5041,9 July 2021,634,Tidak Tercapai,2
Kali Deres,Jakarta Barat,356818,4295,9 July 2021,2392,Tidak Tercapai,7
Cilincing,Jakarta Utara,340707,4073,9 July 2021,664,Tidak Tercapai,1
Duren Sawit,Jakarta Timur,358527,4006,9 July 2021,233,Tidak Tercapai,9
Tanjung Priok,Jakarta Utara,333750,3728,9 July 2021,4006,Tercapai,36
Jagakarsa,Jakarta Selatan,291101,3291,9 July 2021,618,Tidak Tercapai,6
Kebon Jeruk,Jakarta Barat,290818,3285,9 July 2021,859,Tidak Tercapai,5
Koja,Jakarta Utara,270619,3253,9 July 2021,2659,Tidak Tercapai,15
Kebayoran Lama,Jakarta Selatan,266485,3018,9 July 2021,664,Tidak Tercapai,6
Jatinegara,Jakarta Timur,262190,3010,9 July 2021,762,Tidak Tercapai,8
Kramat Jati,Jakarta Timur,252661,2939,9 July 2021,540,Tidak Tercapai,70
Pasar Minggu,Jakarta Selatan,266638,2937,9 July 2021,742,Tidak Tercapai,37
Penjaringan,Jakarta Utara,259380,2860,9 July 2021,1333,Tidak Tercapai,3
Ciracas,Jakarta Timur,252861,2800,9 July 2021,360,Tidak Tercapai,4
Pulo Gadung,Jakarta Timur,250436,2779,9 July 2021,388,Tidak Tercapai,24
Kembangan,Jakarta Barat,243825,2686,9 July 2021,1188,Tidak Tercapai,8
Cipayung,Jakarta Timur,232520,2658,9 July 2021,1463,Tidak Tercapai,100
Tambora,Jakarta Barat,221310,2565,9 July 2021,328,Tidak Tercapai,3
Pesanggrahan,Jakarta Selatan,212090,2378,9 July 2021,1195,Tidak Tercapai,10
Kemayoran,Jakarta Pusat,206657,2364,9 July 2021,1928,Tidak Tercapai,88
Tebet,Jakarta Selatan,196217,2177,9 July 2021,503,Tidak Tercapai,13
Grogol Petamburan,Jakarta Barat,196274,2095,9 July 2021,1090,Tidak Tercapai,32
Palmerah,Jakarta Barat,186632,2077,9 July 2021,421,Tidak Tercapai,7
Pasar Rebo,Jakarta Timur,187522,2071,9 July 2021,589,Tidak Tercapai,14
Cilandak,Jakarta Selatan,184665,2047,9 July 2021,728,Tidak Tercapai,15
Makasar,Jakarta Timur,178873,1927,9 July 2021,2012,Tercapai,17
Matraman,Jakarta Timur,154999,1745,9 July 2021,4296,Tercapai,38
Tanah Abang,Jakarta Pusat,142258,1647,9 July 2021,1250,Tidak Tercapai,154
Pancoran,Jakarta Selatan,142268,1612,9 July 2021,1424,Tidak Tercapai,9
Pademangan,Jakarta Utara,135923,1492,9 July 2021,422,Tidak Tercapai,4
Mampang Prapatan,Jakarta Selatan,128433,1483,9 July 2021,659,Tidak Tercapai,9
Kebayoran Baru,Jakarta Selatan,129072,1342,9 July 2021,6176,Tercapai,193
Taman Sari,Jakarta Barat,107037,1149,9 July 2021,51,Tidak Tercapai,0
Sawah Besar,Jakarta Pusat,102381,1120,9 July 2021,2096,Tercapai,21
Kelapa Gading,Jakarta Utara,119285,1114,9 July 2021,1111,Tidak Tercapai,14
Johar Baru,Jakarta Pusat,114661,1102,9 July 2021,441,Tidak Tercapai,13
Senen,Jakarta Pusat,104180,1099,9 July 2021,785,Tidak Tercapai,13
Setia Budi,Jakarta Selatan,96032,1019,9 July 2021,503,Tidak Tercapai,11
Cempaka Putih,Jakarta Pusat,82144,893,9 July 2021,1358,Tercapai,10
Gambir,Jakarta Pusat,79504,879,9 July 2021,434,Tidak Tercapai,36
Menteng,Jakarta Pusat,73752,770,9 July 2021,358,Tidak Tercapai,45
Kep. Seribu Utara,Kepulauan Seribu,13038,122,9 July 2021,40,Tidak Tercapai,1
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,9 July 2021,56,Tidak Tercapai,1
Cakung,Jakarta Timur,451298,5333,10 July 2021,6,Tidak Tercapai,0
Cengkareng,Jakarta Barat,456111,5041,10 July 2021,2,Tidak Tercapai,1
Kali Deres,Jakarta Barat,356818,4295,10 July 2021,392,Tidak Tercapai,0
Cilincing,Jakarta Utara,340707,4073,10 July 2021,6,Tidak Tercapai,0
Duren Sawit,Jakarta Timur,358527,4006,10 July 2021,1,Tidak Tercapai,0
Tanjung Priok,Jakarta Utara,333750,3728,10 July 2021,97,Tidak Tercapai,1
Jagakarsa,Jakarta Selatan,291101,3291,10 July 2021,11,Tidak Tercapai,0
Kebon Jeruk,Jakarta Barat,290818,3285,10 July 2021,0,Tidak Tercapai,0
Koja,Jakarta Utara,270619,3253,10 July 2021,181,Tidak Tercapai,4
Kebayoran Lama,Jakarta Selatan,266485,3018,10 July 2021,31,Tidak Tercapai,0
Jatinegara,Jakarta Timur,262190,3010,10 July 2021,139,Tidak Tercapai,0
Kramat Jati,Jakarta Timur,252661,2939,10 July 2021,32,Tidak Tercapai,1
Pasar Minggu,Jakarta Selatan,266638,2937,10 July 2021,6,Tidak Tercapai,1
Penjaringan,Jakarta Utara,259380,2860,10 July 2021,2,Tidak Tercapai,0
Ciracas,Jakarta Timur,252861,2800,10 July 2021,27,Tidak Tercapai,0
Pulo Gadung,Jakarta Timur,250436,2779,10 July 2021,1,Tidak Tercapai,0
Kembangan,Jakarta Barat,243825,2686,10 July 2021,13,Tidak Tercapai,0
Cipayung,Jakarta Timur,232520,2658,10 July 2021,146,Tidak Tercapai,1
Tambora,Jakarta Barat,221310,2565,10 July 2021,4,Tidak Tercapai,1
Pesanggrahan,Jakarta Selatan,212090,2378,10 July 2021,73,Tidak Tercapai,2
Kemayoran,Jakarta Pusat,206657,2364,10 July 2021,1037,Tidak Tercapai,54
Tebet,Jakarta Selatan,196217,2177,10 July 2021,0,Tidak Tercapai,0
Grogol Petamburan,Jakarta Barat,196274,2095,10 July 2021,31,Tidak Tercapai,0
Palmerah,Jakarta Barat,186632,2077,10 July 2021,10,Tidak Tercapai,0
Pasar Rebo,Jakarta Timur,187522,2071,10 July 2021,189,Tidak Tercapai,0
Cilandak,Jakarta Selatan,184665,2047,10 July 2021,1,Tidak Tercapai,0
Makasar,Jakarta Timur,178873,1927,10 July 2021,1815,Tidak Tercapai,0
Matraman,Jakarta Timur,154999,1745,10 July 2021,4225,Tercapai,2
Tanah Abang,Jakarta Pusat,142258,1647,10 July 2021,525,Tidak Tercapai,5
Pancoran,Jakarta Selatan,142268,1612,10 July 2021,10,Tidak Tercapai,0
Pademangan,Jakarta Utara,135923,1492,10 July 2021,25,Tidak Tercapai,0
Mampang Prapatan,Jakarta Selatan,128433,1483,10 July 2021,59,Tidak Tercapai,2
Kebayoran Baru,Jakarta Selatan,129072,1342,10 July 2021,89,Tidak Tercapai,6
Taman Sari,Jakarta Barat,107037,1149,10 July 2021,0,Tidak Tercapai,0
Sawah Besar,Jakarta Pusat,102381,1120,10 July 2021,1888,Tercapai,7
Kelapa Gading,Jakarta Utara,119285,1114,10 July 2021,104,Tidak Tercapai,0
Johar Baru,Jakarta Pusat,114661,1102,10 July 2021,876,Tidak Tercapai,4
Senen,Jakarta Pusat,104180,1099,10 July 2021,306,Tidak Tercapai,208
Setia Budi,Jakarta Selatan,96032,1019,10 July 2021,229,Tidak Tercapai,7
Cempaka Putih,Jakarta Pusat,82144,893,10 July 2021,815,Tidak Tercapai,4
Gambir,Jakarta Pusat,79504,879,10 July 2021,1190,Tercapai,114
Menteng,Jakarta Pusat,73752,770,10 July 2021,216,Tidak Tercapai,10
Kep. Seribu Utara,Kepulauan Seribu,13038,122,10 July 2021,0,Tidak Tercapai,0
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,10 July 2021,0,Tidak Tercapai,0
Cakung,Jakarta Timur,451298,5333,11 July 2021,1,Tidak Tercapai,1
Cengkareng,Jakarta Barat,456111,5041,11 July 2021,0,Tidak Tercapai,0
Kali Deres,Jakarta Barat,356818,4295,11 July 2021,11,Tidak Tercapai,0
Cilincing,Jakarta Utara,340707,4073,11 July 2021,99,Tidak Tercapai,1
Duren Sawit,Jakarta Timur,358527,4006,11 July 2021,0,Tidak Tercapai,0
Tanjung Priok,Jakarta Utara,333750,3728,11 July 2021,779,Tidak Tercapai,0
Jagakarsa,Jakarta Selatan,291101,3291,11 July 2021,0,Tidak Tercapai,0
Kebon Jeruk,Jakarta Barat,290818,3285,11 July 2021,0,Tidak Tercapai,0
Koja,Jakarta Utara,270619,3253,11 July 2021,214,Tidak Tercapai,0
Kebayoran Lama,Jakarta Selatan,266485,3018,11 July 2021,0,Tidak Tercapai,0
Jatinegara,Jakarta Timur,262190,3010,11 July 2021,67,Tidak Tercapai,0
Kramat Jati,Jakarta Timur,252661,2939,11 July 2021,5,Tidak Tercapai,0
Pasar Minggu,Jakarta Selatan,266638,2937,11 July 2021,11,Tidak Tercapai,0
Penjaringan,Jakarta Utara,259380,2860,11 July 2021,8,Tidak Tercapai,1
Ciracas,Jakarta Timur,252861,2800,11 July 2021,11,Tidak Tercapai,0
Pulo Gadung,Jakarta Timur,250436,2779,11 July 2021,0,Tidak Tercapai,0
Kembangan,Jakarta Barat,243825,2686,11 July 2021,1,Tidak Tercapai,0
Cipayung,Jakarta Timur,232520,2658,11 July 2021,530,Tidak Tercapai,2
Tambora,Jakarta Barat,221310,2565,11 July 2021,0,Tidak Tercapai,0
Pesanggrahan,Jakarta Selatan,212090,2378,11 July 2021,242,Tidak Tercapai,0
Kemayoran,Jakarta Pusat,206657,2364,11 July 2021,2209,Tidak Tercapai,16
Tebet,Jakarta Selatan,196217,2177,11 July 2021,0,Tidak Tercapai,0
Grogol Petamburan,Jakarta Barat,196274,2095,11 July 2021,267,Tidak Tercapai,3
Palmerah,Jakarta Barat,186632,2077,11 July 2021,2,Tidak Tercapai,0
Pasar Rebo,Jakarta Timur,187522,2071,11 July 2021,50,Tidak Tercapai,1
Cilandak,Jakarta Selatan,184665,2047,11 July 2021,8,Tidak Tercapai,4
Makasar,Jakarta Timur,178873,1927,11 July 2021,5,Tidak Tercapai,0
Matraman,Jakarta Timur,154999,1745,11 July 2021,28,Tidak Tercapai,1
Tanah Abang,Jakarta Pusat,142258,1647,11 July 2021,16044,Tercapai,29
Pancoran,Jakarta Selatan,142268,1612,11 July 2021,122,Tidak Tercapai,0
Pademangan,Jakarta Utara,135923,1492,11 July 2021,11,Tidak Tercapai,0
Mampang Prapatan,Jakarta Selatan,128433,1483,11 July 2021,5,Tidak Tercapai,0
Kebayoran Baru,Jakarta Selatan,129072,1342,11 July 2021,1198,Tidak Tercapai,0
Taman Sari,Jakarta Barat,107037,1149,11 July 2021,0,Tidak Tercapai,0
Sawah Besar,Jakarta Pusat,102381,1120,11 July 2021,1132,Tercapai,13
Kelapa Gading,Jakarta Utara,119285,1114,11 July 2021,100,Tidak Tercapai,0
Johar Baru,Jakarta Pusat,114661,1102,11 July 2021,109,Tidak Tercapai,5
Senen,Jakarta Pusat,104180,1099,11 July 2021,3,Tidak Tercapai,35
Setia Budi,Jakarta Selatan,96032,1019,11 July 2021,1,Tidak Tercapai,2
Cempaka Putih,Jakarta Pusat,82144,893,11 July 2021,598,Tidak Tercapai,0
Gambir,Jakarta Pusat,79504,879,11 July 2021,50,Tidak Tercapai,84
Menteng,Jakarta Pusat,73752,770,11 July 2021,6,Tidak Tercapai,1
Kep. Seribu Utara,Kepulauan Seribu,13038,122,11 July 2021,0,Tidak Tercapai,0
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,11 July 2021,0,Tidak Tercapai,0
Cakung,Jakarta Timur,451298,5333,12 July 2021,1154,Tidak Tercapai,18
Cengkareng,Jakarta Barat,456111,5041,12 July 2021,789,Tidak Tercapai,11
Kali Deres,Jakarta Barat,356818,4295,12 July 2021,1184,Tidak Tercapai,2
Cilincing,Jakarta Utara,340707,4073,12 July 2021,106,Tidak Tercapai,0
Duren Sawit,Jakarta Timur,358527,4006,12 July 2021,1076,Tidak Tercapai,51
Tanjung Priok,Jakarta Utara,333750,3728,12 July 2021,4344,Tercapai,62
Jagakarsa,Jakarta Selatan,291101,3291,12 July 2021,1255,Tidak Tercapai,18
Kebon Jeruk,Jakarta Barat,290818,3285,12 July 2021,264,Tidak Tercapai,15
Koja,Jakarta Utara,270619,3253,12 July 2021,3186,Tidak Tercapai,5
Kebayoran Lama,Jakarta Selatan,266485,3018,12 July 2021,761,Tidak Tercapai,40
Jatinegara,Jakarta Timur,262190,3010,12 July 2021,2754,Tidak Tercapai,21
Kramat Jati,Jakarta Timur,252661,2939,12 July 2021,681,Tidak Tercapai,66
Pasar Minggu,Jakarta Selatan,266638,2937,12 July 2021,1112,Tidak Tercapai,82
Penjaringan,Jakarta Utara,259380,2860,12 July 2021,1118,Tidak Tercapai,17
Ciracas,Jakarta Timur,252861,2800,12 July 2021,369,Tidak Tercapai,4
Pulo Gadung,Jakarta Timur,250436,2779,12 July 2021,751,Tidak Tercapai,61
Kembangan,Jakarta Barat,243825,2686,12 July 2021,579,Tidak Tercapai,16
Cipayung,Jakarta Timur,232520,2658,12 July 2021,2936,Tercapai,18
Tambora,Jakarta Barat,221310,2565,12 July 2021,665,Tidak Tercapai,12
Pesanggrahan,Jakarta Selatan,212090,2378,12 July 2021,2015,Tidak Tercapai,15
Kemayoran,Jakarta Pusat,206657,2364,12 July 2021,1018,Tidak Tercapai,0
Tebet,Jakarta Selatan,196217,2177,12 July 2021,616,Tidak Tercapai,7
Grogol Petamburan,Jakarta Barat,196274,2095,12 July 2021,1529,Tidak Tercapai,11
Palmerah,Jakarta Barat,186632,2077,12 July 2021,1097,Tidak Tercapai,4
Pasar Rebo,Jakarta Timur,187522,2071,12 July 2021,1511,Tidak Tercapai,54
Cilandak,Jakarta Selatan,184665,2047,12 July 2021,1840,Tidak Tercapai,30
Makasar,Jakarta Timur,178873,1927,12 July 2021,1174,Tidak Tercapai,53
Matraman,Jakarta Timur,154999,1745,12 July 2021,2169,Tercapai,13
Tanah Abang,Jakarta Pusat,142258,1647,12 July 2021,148,Tidak Tercapai,5
Pancoran,Jakarta Selatan,142268,1612,12 July 2021,4084,Tercapai,19
Pademangan,Jakarta Utara,135923,1492,12 July 2021,673,Tidak Tercapai,12
Mampang Prapatan,Jakarta Selatan,128433,1483,12 July 2021,1215,Tidak Tercapai,13
Kebayoran Baru,Jakarta Selatan,129072,1342,12 July 2021,13258,Tercapai,76
Taman Sari,Jakarta Barat,107037,1149,12 July 2021,19,Tidak Tercapai,1
Sawah Besar,Jakarta Pusat,102381,1120,12 July 2021,1622,Tercapai,1
Kelapa Gading,Jakarta Utara,119285,1114,12 July 2021,1228,Tercapai,9
Johar Baru,Jakarta Pusat,114661,1102,12 July 2021,48,Tidak Tercapai,0
Senen,Jakarta Pusat,104180,1099,12 July 2021,114,Tidak Tercapai,3
Setia Budi,Jakarta Selatan,96032,1019,12 July 2021,996,Tidak Tercapai,6
Cempaka Putih,Jakarta Pusat,82144,893,12 July 2021,26,Tidak Tercapai,3
Gambir,Jakarta Pusat,79504,879,12 July 2021,250,Tidak Tercapai,12
Menteng,Jakarta Pusat,73752,770,12 July 2021,50,Tidak Tercapai,1
Kep. Seribu Utara,Kepulauan Seribu,13038,122,12 July 2021,10,Tidak Tercapai,1
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,12 July 2021,3,Tidak Tercapai,0
Cakung,Jakarta Timur,451298,5333,13 July 2021,6591,Tercapai,64
Cengkareng,Jakarta Barat,456111,5041,13 July 2021,7150,Tercapai,24
Kali Deres,Jakarta Barat,356818,4295,13 July 2021,5913,Tercapai,40
Cilincing,Jakarta Utara,340707,4073,13 July 2021,13909,Tercapai,103
Duren Sawit,Jakarta Timur,358527,4006,13 July 2021,4143,Tercapai,166
Tanjung Priok,Jakarta Utara,333750,3728,13 July 2021,16418,Tercapai,492
Jagakarsa,Jakarta Selatan,291101,3291,13 July 2021,4609,Tercapai,88
Kebon Jeruk,Jakarta Barat,290818,3285,13 July 2021,7309,Tercapai,178
Koja,Jakarta Utara,270619,3253,13 July 2021,14235,Tercapai,83
Kebayoran Lama,Jakarta Selatan,266485,3018,13 July 2021,5965,Tercapai,83
Jatinegara,Jakarta Timur,262190,3010,13 July 2021,6350,Tercapai,141
Kramat Jati,Jakarta Timur,252661,2939,13 July 2021,4407,Tercapai,423
Pasar Minggu,Jakarta Selatan,266638,2937,13 July 2021,5057,Tercapai,302
Penjaringan,Jakarta Utara,259380,2860,13 July 2021,9473,Tercapai,127
Ciracas,Jakarta Timur,252861,2800,13 July 2021,6877,Tercapai,187
Pulo Gadung,Jakarta Timur,250436,2779,13 July 2021,3781,Tercapai,327
Kembangan,Jakarta Barat,243825,2686,13 July 2021,6594,Tercapai,120
Cipayung,Jakarta Timur,232520,2658,13 July 2021,10228,Tercapai,555
Tambora,Jakarta Barat,221310,2565,13 July 2021,5376,Tercapai,75
Pesanggrahan,Jakarta Selatan,212090,2378,13 July 2021,8872,Tercapai,126
Kemayoran,Jakarta Pusat,206657,2364,13 July 2021,6767,Tercapai,46
Tebet,Jakarta Selatan,196217,2177,13 July 2021,3532,Tercapai,70
Grogol Petamburan,Jakarta Barat,196274,2095,13 July 2021,8050,Tercapai,129
Palmerah,Jakarta Barat,186632,2077,13 July 2021,5978,Tercapai,103
Pasar Rebo,Jakarta Timur,187522,2071,13 July 2021,5803,Tercapai,224
Cilandak,Jakarta Selatan,184665,2047,13 July 2021,5288,Tercapai,468
Makasar,Jakarta Timur,178873,1927,13 July 2021,4591,Tercapai,501
Matraman,Jakarta Timur,154999,1745,13 July 2021,4517,Tercapai,208
Tanah Abang,Jakarta Pusat,142258,1647,13 July 2021,10339,Tercapai,598
Pancoran,Jakarta Selatan,142268,1612,13 July 2021,3422,Tercapai,37
Pademangan,Jakarta Utara,135923,1492,13 July 2021,3782,Tercapai,96
Mampang Prapatan,Jakarta Selatan,128433,1483,13 July 2021,6319,Tercapai,59
Kebayoran Baru,Jakarta Selatan,129072,1342,13 July 2021,26282,Tercapai,2016
Taman Sari,Jakarta Barat,107037,1149,13 July 2021,3293,Tercapai,36
Sawah Besar,Jakarta Pusat,102381,1120,13 July 2021,5120,Tercapai,75
Kelapa Gading,Jakarta Utara,119285,1114,13 July 2021,6224,Tercapai,105
Johar Baru,Jakarta Pusat,114661,1102,13 July 2021,7576,Tercapai,72
Senen,Jakarta Pusat,104180,1099,13 July 2021,2913,Tercapai,490
Setia Budi,Jakarta Selatan,96032,1019,13 July 2021,6344,Tercapai,61
Cempaka Putih,Jakarta Pusat,82144,893,13 July 2021,3944,Tercapai,30
Gambir,Jakarta Pusat,79504,879,13 July 2021,7176,Tercapai,129
Menteng,Jakarta Pusat,73752,770,13 July 2021,3069,Tercapai,66
Kep. Seribu Utara,Kepulauan Seribu,13038,122,13 July 2021,54,Tidak Tercapai,1
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,13 July 2021,127,Tercapai,0
Cakung,Jakarta Timur,451298,5333,14 July 2021,2851,Tidak Tercapai,32
Cengkareng,Jakarta Barat,456111,5041,14 July 2021,2175,Tidak Tercapai,8
Kali Deres,Jakarta Barat,356818,4295,14 July 2021,2373,Tidak Tercapai,15
Cilincing,Jakarta Utara,340707,4073,14 July 2021,3351,Tidak Tercapai,23
Duren Sawit,Jakarta Timur,358527,4006,14 July 2021,1522,Tidak Tercapai,96
Tanjung Priok,Jakarta Utara,333750,3728,14 July 2021,5244,Tercapai,303
Jagakarsa,Jakarta Selatan,291101,3291,14 July 2021,2064,Tidak Tercapai,94
Kebon Jeruk,Jakarta Barat,290818,3285,14 July 2021,1909,Tidak Tercapai,46
Koja,Jakarta Utara,270619,3253,14 July 2021,3637,Tercapai,28
